id	filename	md5	size	state
366ce4ef-9489-445d-ae9b-334bd69a0385	366ce4ef-9489-445d-ae9b-334bd69a0385/c3a8b133-f795-4304-ac51-f6f88977bdd2.htseq.counts.gz	ba4fe44db6d0e9f7392aea4141ec778e	249471	validated
36e03a23-09b7-4ac1-9226-f7664ae630be	36e03a23-09b7-4ac1-9226-f7664ae630be/08608b79-aa23-4993-a295-7a6a71b807e9.htseq.counts.gz	27df09349dd9d7f364dc1ae292673c7f	241397	validated
3e7bb596-82f8-4010-822e-5aba21bd7743	3e7bb596-82f8-4010-822e-5aba21bd7743/7794958e-853e-4599-a30c-1eee64e28739.htseq.counts.gz	b45b3d85bd412d166047a5eaac299d9c	241819	validated
427ac121-28cd-42aa-b823-9bd79d2fe28d	427ac121-28cd-42aa-b823-9bd79d2fe28d/3a96dd82-0d48-45ba-b0ce-7aa1e9753267.htseq.counts.gz	b87b04d51e6260479ea76777ba7df13b	247707	validated
42fa6954-b2b2-48b6-8fa8-2e54f7c0117b	42fa6954-b2b2-48b6-8fa8-2e54f7c0117b/e5240a8c-21af-4e26-8422-1c538258155b.htseq.counts.gz	eca2f7b3680a3c32aeca949ac77388b6	250759	validated
4b2eaf7a-ab80-4d9c-957f-d8ad1f0abf79	4b2eaf7a-ab80-4d9c-957f-d8ad1f0abf79/c415aef2-a409-4950-9374-3e2fec218c28.htseq.counts.gz	c64698d643f8780786c1c08602da28a3	244452	validated
4bd498b3-f6c4-4549-a3d8-71bb80f8113a	4bd498b3-f6c4-4549-a3d8-71bb80f8113a/79d9c719-ff0d-4574-8b43-db11bb355c0d.htseq.counts.gz	d5db109d55e71da211d817f71901e932	241947	validated
52af1c28-9340-4afc-94c3-2e7d7841821c	52af1c28-9340-4afc-94c3-2e7d7841821c/4cfdff73-3514-4fdf-8d19-4422b0571d1f.htseq.counts.gz	24aa3033506eb33425d67b779e33bbc7	250218	validated
53a6d51b-3895-49b0-9dff-cee8f3c0ab75	53a6d51b-3895-49b0-9dff-cee8f3c0ab75/6e56e113-2176-4273-a87b-178315cbb4f7.htseq.counts.gz	9e2175684dc9dcbc121be933c4af5480	241696	validated
5ca244b3-e487-424c-a5f7-06493d754aa2	5ca244b3-e487-424c-a5f7-06493d754aa2/f8ab40f4-1ba1-452d-a2d1-b59da893a5de.htseq.counts.gz	be21c029965c7d7f1328b57769801ab6	246508	validated
5ddc5a1b-1cc3-4afc-addb-47ff357873ee	5ddc5a1b-1cc3-4afc-addb-47ff357873ee/d5d1ce0c-e908-4890-87d0-0a7b3b1bbb00.htseq.counts.gz	5f91db9440f711fab895d6266e4550b0	239099	validated
615d32e5-cae8-4b2e-aada-6f78837b3a13	615d32e5-cae8-4b2e-aada-6f78837b3a13/e95fac01-d1ca-4847-9cb0-2cb4ec601dfd.htseq.counts.gz	ef558596e5c4dd50528e3fb812f974f4	249547	validated
621e33d6-49a6-4b39-88b7-353fb544cd6a	621e33d6-49a6-4b39-88b7-353fb544cd6a/44ccd1f0-86e5-415d-abda-ab8164129275.htseq.counts.gz	bcf5db5a226f4fd5328d53db5af92bf8	248048	validated
65e29cc9-daec-4a83-9384-d803ab39f86c	65e29cc9-daec-4a83-9384-d803ab39f86c/42cb6883-363e-4ca6-acbc-c2a77a821fcf.htseq.counts.gz	e3bd6021cc0a3564e4d7462d7fedc57b	251870	validated
6ba90e20-892d-40f4-bbc6-1286e591230c	6ba90e20-892d-40f4-bbc6-1286e591230c/8bf6d461-119b-4a48-a325-d81c7054ec56.htseq.counts.gz	76da762f81b7b6d92de462ec7337a28a	242037	validated
6d679d5d-98e9-49bb-8681-6958265e6a63	6d679d5d-98e9-49bb-8681-6958265e6a63/f48d0665-34b6-4c7f-a5f3-259c5ad386ac.htseq.counts.gz	bb1c8eb80ca20a1196859b406b457448	242520	validated
7304be97-ceaf-431d-8231-1e31b4707951	7304be97-ceaf-431d-8231-1e31b4707951/25bfcac0-ba7b-41cb-8343-34bb425857aa.htseq.counts.gz	1a8b88e678763b57a6cda861bfd281a6	249545	validated
731e3393-2409-4f74-aa23-93c56aeccfa3	731e3393-2409-4f74-aa23-93c56aeccfa3/3e9b3575-a067-4cb2-adf1-13a98c08f6ca.htseq.counts.gz	7ee8dac667363004ee5d5538a2c031a0	243728	validated
732871e0-d059-43e2-8617-4bb678c0874b	732871e0-d059-43e2-8617-4bb678c0874b/050d8b02-3127-4fa3-8a7a-e30ec94c24ef.htseq.counts.gz	6451abfdc3d48bce921433388b44e808	252230	validated
73466658-bd9b-4ae6-a75a-945ae2d6d774	73466658-bd9b-4ae6-a75a-945ae2d6d774/12f2fa71-483a-411b-a962-5c5ff3d5dd8e.htseq.counts.gz	829222778d2e956a30951f02591248be	240266	validated
75017974-d124-4950-8cc3-1bdebbe251b1	75017974-d124-4950-8cc3-1bdebbe251b1/55cc5090-826a-4e3b-bdfc-d4db8b69071f.htseq.counts.gz	ea1a938480b24828161e39dda35caa40	245387	validated
76bf5ff0-e5fa-4f4d-9179-9ce511cb79c1	76bf5ff0-e5fa-4f4d-9179-9ce511cb79c1/21dcd167-85e9-46a7-94b2-18ac56852e15.htseq.counts.gz	2ea071d5e83102b1ca686eca9c0cfba2	244713	validated
78dae546-468b-4482-a69a-5ac2621f6b22	78dae546-468b-4482-a69a-5ac2621f6b22/fa8cb6b8-5584-4cd7-ad56-76b04e97c568.htseq.counts.gz	6225f4c2502f9a0e66edca6af3d97361	242036	validated
7980953e-74c7-43c1-8a83-a106633fa5da	7980953e-74c7-43c1-8a83-a106633fa5da/f9e6c7a3-513b-4bce-9b1b-97d6831c789b.htseq.counts.gz	4792faa8265fdfb0bf11be3d2d73e93f	249792	validated
79d488fe-c1ab-4935-935c-ae80d726bad9	79d488fe-c1ab-4935-935c-ae80d726bad9/5d418e71-4e7d-4111-8aad-4ea782fd87b6.htseq.counts.gz	d7f0282068f0b78f0e77068c86cde07d	248105	validated
7fc12b79-5962-4277-ab10-8e4424a20059	7fc12b79-5962-4277-ab10-8e4424a20059/3aeafc0b-b413-4dff-b633-6faef3a32bc3.htseq.counts.gz	3f1003365b300dd0cfe75d6621cf8a80	251643	validated
811dee5d-2ec2-48c8-8468-92f8f9528414	811dee5d-2ec2-48c8-8468-92f8f9528414/79935742-94f7-44c6-8d2b-1850b9b43ed3.htseq.counts.gz	dd820c4e87f044a834c84720884744cd	243209	validated
850af02f-5650-44f9-9810-3a47ac9ca531	850af02f-5650-44f9-9810-3a47ac9ca531/617229ba-ee07-4b63-9e1b-85f7cd828389.htseq.counts.gz	5e3ae408ff74f31cb18c8e0c9b54da09	250777	validated
8883d2bd-61a1-40c7-aec1-4b060d85122b	8883d2bd-61a1-40c7-aec1-4b060d85122b/5a70db6c-36e9-4f9a-be74-2df5c0d6d23e.htseq.counts.gz	e124f0a4b1be920d90d4c93e933641f6	236673	validated
8a032a1c-ae15-4dcf-a50a-cc5d2bb15b16	8a032a1c-ae15-4dcf-a50a-cc5d2bb15b16/126b4a5c-8d6c-4767-9762-a2996edfd0f2.htseq.counts.gz	15eef4149590558b748764aea0092b32	240271	validated
8b9ad636-e92d-426a-acb2-af17730c4bb4	8b9ad636-e92d-426a-acb2-af17730c4bb4/1b7645a2-8ae3-4111-b145-19fadaf5a13c.htseq.counts.gz	c2c55b723ad6f2110311ec1a0cddb76a	250794	validated
93fee0ad-4995-43b5-9b3d-4e51e529fc4e	93fee0ad-4995-43b5-9b3d-4e51e529fc4e/87c98a63-24f5-49c7-b452-1d7185fb16a9.htseq.counts.gz	e04e110b985308dd9c75083721e63d4e	248201	validated
94b20c50-04b9-4148-890f-4a60d6288ec0	94b20c50-04b9-4148-890f-4a60d6288ec0/fc34cca4-72e1-491c-8156-e66b65cccd4d.htseq.counts.gz	b35adc145f5fc9d2aeb6f35c6de67a49	246736	validated
95ef5a06-6cee-4661-9f1e-57eefe650f2b	95ef5a06-6cee-4661-9f1e-57eefe650f2b/82d61f67-f56e-4855-aa2e-44350982f8af.htseq.counts.gz	0c3fa8a642b297b5f13535f7d81ca49a	245697	validated
9603fa29-71fe-43ab-86ac-88342ede7986	9603fa29-71fe-43ab-86ac-88342ede7986/0c8e6105-1b9e-42e2-8aaf-daed706042e1.htseq.counts.gz	72d1c7414f0b254b5c7e633126dae31c	246892	validated
9d0f5a20-c3b0-430c-a625-a07745c4468c	9d0f5a20-c3b0-430c-a625-a07745c4468c/a0f5a53c-5179-4847-af60-c466b99093ce.htseq.counts.gz	b4ed1a213165548aa458bf4fb6ebc744	251070	validated
9ddc9b46-b158-44b0-9e32-253b1d1fa85c	9ddc9b46-b158-44b0-9e32-253b1d1fa85c/7bd62b90-1973-491b-8c70-b0f20deaecfd.htseq.counts.gz	5332e483862fd9b63b58060143335d37	244374	validated
a250348c-0d9d-4997-84cb-64b810d7437c	a250348c-0d9d-4997-84cb-64b810d7437c/f0c97361-666b-4802-8c5a-b6bf972fa7ef.htseq.counts.gz	205e67c960cd1e125e52c48c5dbc30ca	237521	validated
a27546f4-0850-4b84-9af9-89c760474037	a27546f4-0850-4b84-9af9-89c760474037/14a5b723-8762-4bcd-82bf-5cb50daf80bc.htseq.counts.gz	eeab2a853fe0029d3dbe73e475494ff9	245378	validated
a2b0e1cf-859a-4ee8-8275-6b01b81d8355	a2b0e1cf-859a-4ee8-8275-6b01b81d8355/1f495645-b2ce-4726-a3fb-4fdd898e423a.htseq.counts.gz	7ca66098ca549454858900f59d2eee48	251678	validated
ab00ff53-5d41-4882-a9a7-1d9a7bf1d0f5	ab00ff53-5d41-4882-a9a7-1d9a7bf1d0f5/6b0df792-5601-4d5d-8844-4a66391dbcaf.htseq.counts.gz	a62016a20ae618819b243227d71dd561	250230	validated
ab1d0982-df90-487d-9b69-c456f6d7ce03	ab1d0982-df90-487d-9b69-c456f6d7ce03/dba3c358-1f4a-417f-aafe-edc0ad999b15.htseq.counts.gz	8b515c8cf2bbbfead22ebb31afb5ce21	246342	validated
abb729f5-5bc5-4b43-84ed-10aa3fc5170a	abb729f5-5bc5-4b43-84ed-10aa3fc5170a/071c48ec-7410-42e7-af93-1575152e8e48.htseq.counts.gz	d175914e3eb03e4c10901a867b014082	248942	validated
b1ab7eab-0063-47aa-8c75-458e5d11a1e3	b1ab7eab-0063-47aa-8c75-458e5d11a1e3/f560a7e2-e700-4305-ac44-29f6ac3e66e2.htseq.counts.gz	1311b67ae2cc3646736bc2acd1a2043c	252752	validated
b73ba4ef-0539-4628-afde-dffe59c0522e	b73ba4ef-0539-4628-afde-dffe59c0522e/de04b98a-9152-4dd6-94e7-f99a9d6a0a1c.htseq.counts.gz	a82e43de361f6469f5f02b4cdb6c8de8	246644	validated
b7ebb1ab-973e-4cc4-bfd1-35b4233bd7a6	b7ebb1ab-973e-4cc4-bfd1-35b4233bd7a6/94bf70a6-761e-43c4-8b1a-3e524c31f636.htseq.counts.gz	9b891da55c44159309774504ac2ccdbd	248142	validated
ba27cf48-11dd-430e-a774-69707d7e77d5	ba27cf48-11dd-430e-a774-69707d7e77d5/8ba8fe41-cc4b-4bbc-974e-6b75a3ac3be6.htseq.counts.gz	bed7e5a9eaa3fcef6c650faec8e213fb	250846	validated
be115b9b-18d8-485e-87e8-1a663e84da2b	be115b9b-18d8-485e-87e8-1a663e84da2b/ba2a981f-038e-4281-8912-ac93d88873a1.htseq.counts.gz	1d96b65eb968832bdbbd9228a072214e	248556	validated
c1127956-e4e8-4829-9cdb-5087b61cf7e0	c1127956-e4e8-4829-9cdb-5087b61cf7e0/79e37c2f-a0f9-4aee-a1d1-e696955ccddd.htseq.counts.gz	a542a5a2447a4687701ad1096fdf5968	247744	validated
c23c0eef-acf9-4246-8ed7-c4cd29c08a5c	c23c0eef-acf9-4246-8ed7-c4cd29c08a5c/2f1ae1a6-e91d-432f-b247-d4ef035bd2e0.htseq.counts.gz	c553039804fc1b4b91dd9444ad48005c	246053	validated
c9fa73ae-192e-4a8f-ae98-41bf52ce9aa7	c9fa73ae-192e-4a8f-ae98-41bf52ce9aa7/835ae143-fbbd-426b-b072-6ed8ca004174.htseq.counts.gz	afec9753f45289cda12a366507eb25fa	250638	validated
ca3dab87-6bd9-405e-8810-34c5d095a2a2	ca3dab87-6bd9-405e-8810-34c5d095a2a2/ce58ee65-6131-496e-b29a-b5f97a26eb9d.htseq.counts.gz	2d708a10efad30e593fa5bad9cd7c7ef	250853	validated
d8048c84-0b25-44d8-b18a-de6cde1b96b6	d8048c84-0b25-44d8-b18a-de6cde1b96b6/16f56f1e-4493-4bec-bf77-25107ef38f20.htseq.counts.gz	c82c6bd61b3d30cc4c822e937866ee44	239119	validated
d93afb1b-8fb7-43cb-a4d8-135cc4847c95	d93afb1b-8fb7-43cb-a4d8-135cc4847c95/89e5198e-8a80-4cdc-a457-17368563bdeb.htseq.counts.gz	8d00dbbf3c3e13b43199fa8d9208817b	252570	validated
db5a4f35-6a30-4609-b056-a1fd2177b227	db5a4f35-6a30-4609-b056-a1fd2177b227/d87ab714-0875-491b-bd59-c3a5ace5305e.htseq.counts.gz	2665e39070339b1495c607c45f529a90	246454	validated
dd5067f5-ee51-423f-ab74-35eb0350eb4e	dd5067f5-ee51-423f-ab74-35eb0350eb4e/2e22ed16-230b-4695-a634-dcdbb6b9b2c6.htseq.counts.gz	81acd1290543fd53f268eae9f7f70d12	239230	validated
e253c6dd-cfbf-4789-9b97-d5e0d137254e	e253c6dd-cfbf-4789-9b97-d5e0d137254e/9ab38339-967d-4b7d-82bf-dc262eb7a4e4.htseq.counts.gz	94d87e2189f3ec6e800a77f9e4b80df7	240897	validated
f04994c4-5def-4977-bc9b-f64c6f2b1983	f04994c4-5def-4977-bc9b-f64c6f2b1983/e937e779-d1a7-464b-8645-3a241a89eff5.htseq.counts.gz	762d9628edd1c1aa7af0a6bc30f1cbbe	250541	validated
f0c6b111-1a9c-41da-843f-0466ea5cdf6d	f0c6b111-1a9c-41da-843f-0466ea5cdf6d/13065e90-990a-47f9-9320-ba84c1ace888.htseq.counts.gz	558f4e2b1536ff3b0938f50239fe6735	236545	validated
f11d10dc-806e-4f03-9908-967cad429809	f11d10dc-806e-4f03-9908-967cad429809/19718d82-5717-4903-af17-ce18eae1604d.htseq.counts.gz	8003e8f34dc61387d4740f1a26efbc0c	240420	validated
f3e8b597-0c64-41b8-abe6-70be8b7cae6a	f3e8b597-0c64-41b8-abe6-70be8b7cae6a/c0641ad4-f73b-4c12-b9f0-037a185bc5b7.htseq.counts.gz	04edcf4c5b235513d998b1b89922724e	243993	validated
fc3cefd2-7d9e-41fe-83c3-7ddb4998b3dd	fc3cefd2-7d9e-41fe-83c3-7ddb4998b3dd/7d1546b5-f408-4d76-9621-88f49b4310e4.htseq.counts.gz	0103d48943fd6614eba3c3987570359f	247981	validated
ff4b26ae-6dd4-411a-91dd-ce845c122b2f	ff4b26ae-6dd4-411a-91dd-ce845c122b2f/f1fddf0c-babe-4c67-bd3b-5633e17086a4.htseq.counts.gz	d31b3ad73048612372a7d78db052edd1	246606	validated
